net,optimizer,fitness_type,noise,rep,seed,size_gen,n_noisy_rules,total_rules,stop_generation,best_accuracy,mean_accuracy,mse_chance,mse_utility,cpu_total
bypass2,emna,binary,0.0,1,43,50,0,20,60,95.0,95.0,1.0314340819481953,16.102867075418207,6.140625
bypass2,emna,binary,0.0,2,44,50,0,20,60,95.0,93.0,1.6744812078863154,8.467522352653804,6.140625
bypass2,emna,binary,0.0,3,45,50,0,20,60,100.0,94.2,1.5475724766762529,8.89990076618081,6.03125
bypass2,emna,binary,0.0,4,46,50,0,20,60,100.0,92.3,0.9547905656797568,15.656225314542825,6.078125
bypass2,emna,binary,0.0,5,47,50,0,20,60,100.0,93.5,0.6360474480688512,5.383422333615862,5.984375
bypass2,emna,binary,0.0,6,48,50,0,20,58,100.0,98.2,0.6185170252353935,3.1718799050237587,5.65625
bypass2,emna,binary,0.0,7,49,50,0,20,60,95.0,94.8,1.3538396987092816,5.397672219182517,5.953125
bypass2,emna,binary,0.0,8,50,50,0,20,60,100.0,94.5,0.653587651736982,11.945659511202877,5.796875
bypass2,emna,binary,0.0,9,51,50,0,20,60,95.0,92.1,0.7217512513347194,7.0426193298821484,6.203125
bypass2,emna,binary,0.1,0,42,50,2,20,60,75.0,74.9,0.5527044467827196,9.619751097687818,5.765625
bypass2,emna,binary,0.1,1,43,50,2,20,60,85.0,84.8,1.9835181675023068,6.510450210055149,6.265625
bypass2,emna,binary,0.1,2,44,50,2,20,60,95.0,82.0,1.249481960830353,6.947488736302827,5.859375
bypass2,emna,binary,0.1,3,45,50,2,20,60,95.0,82.4,1.0253244848415541,9.886378371184257,5.859375
bypass2,emna,binary,0.1,4,46,50,2,20,60,95.0,84.3,0.9586716475924495,12.904591342306993,6.359375
bypass2,emna,binary,0.1,5,47,50,2,20,60,85.0,79.9,1.3868053538264524,5.333243537272094,5.875
bypass2,emna,binary,0.1,6,48,50,2,20,60,95.0,89.3,0.82925558467633,8.878879583537097,6.15625
bypass2,emna,binary,0.1,7,49,50,2,20,60,100.0,90.5,1.2618615707694445,9.901806018894561,6.0625
bypass2,emna,binary,0.1,8,50,50,2,20,60,95.0,86.1,1.3654547766723786,10.627559750508906,6.3125
bypass2,emna,binary,0.1,9,51,50,2,20,60,95.0,83.1,1.2506001675231757,5.6366630228497625,6.046875
bypass2,emna,binary,0.2,0,42,50,4,20,60,75.0,66.6,1.6478563145205178,3.5838295853190894,6.015625
bypass2,emna,binary,0.2,1,43,50,4,20,60,85.0,79.4,1.164902718321547,24.102581366072894,6.0
bypass2,emna,binary,0.2,2,44,50,4,20,60,100.0,73.0,1.0317611685166448,9.271022692783266,5.96875
bypass2,emna,binary,0.2,3,45,50,4,20,60,95.0,87.8,1.9629693012176326,8.768067630767336,5.796875
bypass2,emna,binary,0.2,4,46,50,4,20,60,95.0,68.1,0.6088085173489816,13.52901739200952,5.65625
bypass2,emna,binary,0.2,5,47,50,4,20,60,85.0,74.0,0.8368653455335031,4.4709620105181695,6.109375
bypass2,emna,binary,0.2,6,48,50,4,20,60,85.0,74.4,0.9410805687762781,10.65518985185274,6.40625
bypass2,emna,binary,0.2,7,49,50,4,20,60,90.0,89.1,0.47803893428079536,11.826130448880027,5.984375
bypass2,emna,binary,0.2,8,50,50,4,20,60,75.0,65.5,1.4128405297210445,2.6933689230380313,6.046875
bypass2,emna,binary,0.2,9,51,50,4,20,60,95.0,72.2,1.1155516867358115,8.319376722843717,6.125
bypass2,emna,binary,0.3,0,42,50,6,20,60,70.0,57.0,0.672349162962293,19.141305435488395,5.90625
bypass2,emna,binary,0.3,1,43,50,6,20,60,75.0,68.4,1.9557446101758476,17.249854227124693,6.328125
bypass2,emna,binary,0.3,2,44,50,6,20,60,95.0,65.8,1.0366257124221674,6.686625252013842,6.109375
bypass2,emna,binary,0.3,3,45,50,6,20,60,100.0,90.8,1.5093961906819586,9.540084138385465,6.421875
bypass2,emna,binary,0.3,4,46,50,6,20,60,75.0,57.7,1.416380925201706,10.996451855838185,5.609375
bypass2,emna,binary,0.3,5,47,50,6,20,60,85.0,65.7,0.4633931486102001,6.786905333853941,6.328125
bypass2,emna,binary,0.3,6,48,50,6,20,60,60.0,59.8,0.9222632281729052,20.910933368119693,6.21875
bypass2,emna,binary,0.3,7,49,50,6,20,60,75.0,64.6,0.796974919846475,8.28635451213686,5.6875
bypass2,emna,binary,0.3,8,50,50,6,20,60,85.0,77.5,0.5633535392131829,10.60941229404282,6.578125
bypass2,emna,binary,0.3,9,51,50,6,20,60,95.0,76.7,0.5838645905638917,12.859314364615537,5.859375
bypass2,emna,binary,0.4,0,42,50,8,20,60,75.0,51.8,1.1953330875386627,10.419400372899114,5.96875
bypass2,emna,binary,0.4,1,43,50,8,20,60,65.0,48.1,0.6155932733175652,16.232745778794847,5.9375
bypass2,emna,binary,0.4,2,44,50,8,20,60,75.0,59.6,0.7896446120158005,16.9213728080927,6.03125
bypass2,emna,binary,0.4,3,45,50,8,20,60,80.0,71.4,1.0842706149801598,10.792543425795,5.828125
bypass2,emna,binary,0.4,4,46,50,8,20,60,65.0,56.8,1.8308881227039513,6.156031370083974,5.828125
bypass2,emna,binary,0.4,5,47,50,8,20,60,75.0,50.6,1.4002008469083838,6.637413516165636,5.890625
bypass2,emna,binary,0.4,6,48,50,8,20,60,85.0,63.5,0.4894458662108597,9.249770848747774,5.78125
bypass2,emna,binary,0.4,7,49,50,8,20,60,65.0,51.8,2.0212379409865937,10.154346078534761,6.015625
bypass2,emna,binary,0.4,8,50,50,8,20,60,95.0,76.7,1.4828297085731972,6.637890110718597,6.171875
bypass2,emna,binary,0.4,9,51,50,8,20,60,85.0,67.8,1.1173813757759736,10.703840043914047,6.328125
bypass2,emna,binary,0.5,0,42,50,10,20,60,55.00000000000001,43.9,1.323793603679699,10.901965821574809,6.53125
bypass2,emna,binary,0.5,1,43,50,10,20,60,65.0,55.1,0.6134189157346065,7.824302688152468,6.21875
bypass2,emna,binary,0.5,2,44,50,10,20,60,85.0,68.3,1.58782820255633,9.852246053668274,5.984375
bypass2,emna,binary,0.5,3,45,50,10,20,60,75.0,55.8,1.9049063356284344,7.743144731673275,6.21875
bypass2,emna,binary,0.5,4,46,50,10,20,60,70.0,53.1,0.6898718511838158,5.688061179116746,6.171875
bypass2,emna,binary,0.5,5,47,50,10,20,60,60.0,49.5,1.5747130286170437,14.139218974770394,6.40625
bypass2,emna,binary,0.5,6,48,50,10,20,60,65.0,54.6,1.3783872830075066,16.344934631663406,6.15625
bypass2,emna,binary,0.5,7,49,50,10,20,60,65.0,50.2,1.042195512326785,14.590337545035746,6.296875
bypass2,emna,binary,0.5,8,50,50,10,20,60,85.0,61.6,1.1914387063345109,6.5310752003274395,6.21875
bypass2,emna,binary,0.5,9,51,50,10,20,60,75.0,60.4,1.0722532568427336,5.777898787211407,6.359375
bypass2,keda,regret,0.0,0,42,400,0,20,43,100.0,94.2375,0.6670837504922603,10.833622384090646,35.640625
bypass2,keda,regret,0.0,1,43,400,0,20,24,100.0,93.5375,0.6605513566558054,8.468030986241184,19.546875
bypass2,keda,regret,0.0,2,44,400,0,20,23,100.0,93.4625,0.6638684972997421,8.468030986241184,19.296875
bypass2,keda,regret,0.0,3,45,400,0,20,34,100.0,93.1875,0.619886252417622,8.468030986241184,28.421875
bypass2,keda,regret,0.0,4,46,400,0,20,32,100.0,94.7375,0.7681722551877547,8.468030986241184,26.5625
bypass2,keda,regret,0.0,5,47,400,0,20,24,100.0,94.7125,0.9740115959988531,8.468030986241184,19.921875
bypass2,keda,regret,0.0,6,48,400,0,20,20,100.0,96.2,0.9813500487985479,10.976991559717888,16.203125
bypass2,keda,regret,0.0,7,49,400,0,20,28,100.0,94.675,0.7012686471495938,8.468030986241184,23.09375
bypass2,keda,regret,0.0,8,50,400,0,20,21,100.0,94.2125,0.8033959068375955,10.56002264100056,17.65625
bypass2,keda,regret,0.0,9,51,400,0,20,27,100.0,95.8625,0.6608474929475292,10.976991559717888,22.109375
bypass2,keda,regret,0.1,0,42,400,2,20,60,100.0,86.5375,0.9989949629626336,8.468030986241184,48.625
bypass2,keda,regret,0.1,1,43,400,2,20,18,100.0,88.025,0.8544427625280092,8.46803097197854,14.84375
bypass2,keda,regret,0.1,2,44,400,2,20,17,100.0,94.1625,0.8516009832863318,8.468030986241184,13.59375
bypass2,keda,regret,0.1,3,45,400,2,20,33,100.0,92.8,0.8407227474236216,8.468030986241184,27.25
bypass2,keda,regret,0.1,4,46,400,2,20,45,100.0,95.2625,0.8873503384529291,8.468030986241184,35.703125
bypass2,keda,regret,0.1,5,47,400,2,20,46,100.0,92.6375,0.764300532033863,11.693837437854086,36.109375
bypass2,keda,regret,0.1,6,48,400,2,20,18,100.0,94.4375,1.0405305952151693,9.654804949763198,13.84375
bypass2,keda,regret,0.1,7,49,400,2,20,51,100.0,93.0375,0.8555697371430862,8.468030986241184,39.953125
bypass2,keda,regret,0.1,8,50,400,2,20,28,100.0,93.3375,0.5629850099773582,10.976991559717888,21.765625
bypass2,keda,regret,0.1,9,51,400,2,20,22,100.0,94.8375,0.8631628373335327,8.468030986239604,17.203125
bypass2,keda,regret,0.2,0,42,400,4,20,46,100.0,87.975,0.7392585845231019,8.468030986241184,36.5
bypass2,keda,regret,0.2,1,43,400,4,20,55,100.0,94.4,0.827518796402434,8.468030986241184,42.625
bypass2,keda,regret,0.2,2,44,400,4,20,24,100.0,94.05,0.6219745309948106,8.468030986241184,18.828125
bypass2,keda,regret,0.2,3,45,400,4,20,20,100.0,90.0125,0.8018187222237723,7.528778645753929,15.4375
bypass2,keda,regret,0.2,4,46,400,4,20,21,100.0,94.35,0.5826592153184155,8.468030986241184,16.484375
bypass2,keda,regret,0.2,5,47,400,4,20,60,100.0,95.3,1.1160375515143437,8.468030986241184,46.96875
bypass2,keda,regret,0.2,6,48,400,4,20,60,100.0,95.0125,0.7925540051474563,8.468030986241184,49.140625
bypass2,keda,regret,0.2,7,49,400,4,20,31,100.0,92.05,0.8918043939511053,8.468030986241184,24.921875
bypass2,keda,regret,0.2,8,50,400,4,20,22,100.0,92.4875,0.7372249771050273,10.976991559717888,17.8125
bypass2,keda,regret,0.2,9,51,400,4,20,47,100.0,87.1875,0.7038009230763045,10.976991559717888,38.4375
bypass2,keda,regret,0.3,0,42,400,6,20,52,100.0,92.75,0.805879724098388,11.693837437854086,42.8125
bypass2,keda,regret,0.3,1,43,400,6,20,59,100.0,92.4,0.812087403455526,8.468030986241184,47.4375
bypass2,keda,regret,0.3,2,44,400,6,20,19,100.0,91.5375,0.7789209671357429,8.468030986241184,15.234375
bypass2,keda,regret,0.3,3,45,400,6,20,60,100.0,94.4125,0.8223784502253962,8.468030986241184,47.0
bypass2,keda,regret,0.3,4,46,400,6,20,18,100.0,94.6,0.9022022982919042,8.468030986241184,14.359375
bypass2,keda,regret,0.3,5,47,400,6,20,27,100.0,94.9875,0.843694050580021,8.468030986241184,21.0
bypass2,keda,regret,0.3,6,48,400,6,20,31,100.0,96.4375,1.1248324789191937,8.468030986241184,24.59375
bypass2,keda,regret,0.3,7,49,400,6,20,32,100.0,95.425,0.883816997607203,10.976991559717888,25.265625
bypass2,keda,regret,0.3,8,50,400,6,20,22,100.0,90.6625,0.7207250086041521,8.468030986241184,17.09375
bypass2,keda,regret,0.3,9,51,400,6,20,60,100.0,85.0,0.8195922840234036,10.833622384090646,47.125
bypass2,keda,regret,0.4,0,42,400,8,20,60,100.0,89.375,0.8475198001277848,8.468030986241184,48.453125
bypass2,keda,regret,0.4,1,43,400,8,20,31,100.0,92.8375,1.1385824963829687,8.468030986241184,24.515625
bypass2,keda,regret,0.4,2,44,400,8,20,19,100.0,81.1125,0.7323182267043427,8.468030986241184,17.640625
bypass2,keda,regret,0.4,3,45,400,8,20,16,100.0,86.4125,0.9570463248903412,8.468030986241184,16.71875
bypass2,keda,regret,0.4,4,46,400,8,20,45,100.0,93.95,0.7482321354272756,10.976991559717888,26.421875
bypass2,keda,regret,0.4,5,47,400,8,20,24,100.0,89.9,0.8923366109229443,10.976991559717888,15.90625
bypass2,keda,regret,0.4,6,48,400,8,20,60,100.0,90.2875,0.6967499800968596,8.468030986241184,34.890625
bypass2,keda,regret,0.4,7,49,400,8,20,34,100.0,87.8375,1.1505200086351957,8.468030986241184,20.046875
bypass2,keda,regret,0.4,8,50,400,8,20,30,100.0,91.4,0.822461699728384,8.468030986241184,17.671875
bypass2,keda,regret,0.4,9,51,400,8,20,28,100.0,89.7625,0.9271821193079688,10.976991559717888,13.625
bypass2,keda,regret,0.5,0,42,400,10,20,49,100.0,86.525,1.0670131203169182,8.468030986241184,20.171875
bypass2,keda,regret,0.5,1,43,400,10,20,26,100.0,84.475,0.735334260936974,8.46803098563939,11.71875
bypass2,keda,regret,0.5,2,44,400,10,20,25,100.0,87.15,1.219475861883833,8.468030986241184,11.03125
bypass2,keda,regret,0.5,3,45,400,10,20,35,100.0,89.8875,0.8113298743959981,8.468030986241184,15.546875
bypass2,keda,regret,0.5,4,46,400,10,20,22,100.0,90.425,0.7943623003218105,8.468030986241184,9.84375
bypass2,keda,regret,0.5,5,47,400,10,20,18,100.0,86.1625,0.8950233747333094,10.9769915597178,8.0
bypass2,keda,regret,0.5,6,48,400,10,20,24,100.0,89.9,0.7689049336493757,8.468030986241184,11.25
bypass2,keda,regret,0.5,7,49,400,10,20,27,100.0,90.9125,0.830003764285929,8.468030986241184,11.625
bypass2,keda,regret,0.5,8,50,400,10,20,60,100.0,90.025,0.865814396130197,10.976991559717888,26.609375
bypass2,keda,regret,0.5,9,51,400,10,20,60,100.0,72.2125,1.1005130341998184,8.468030986241184,26.59375
bypass2,keda,binary,0.0,0,42,400,0,20,28,100.0,97.9875,1.119476460088024,13.772690484449068,15.484375
bypass2,keda,binary,0.0,1,43,400,0,20,60,100.0,94.6125,1.157450309947426,14.91964388946699,29.078125
bypass2,keda,binary,0.0,2,44,400,0,20,60,100.0,92.5875,0.9616569396075494,10.976991559717888,28.9375
bypass2,keda,binary,0.0,3,45,400,0,20,60,100.0,94.6625,0.8813145423979802,14.059428835703548,29.546875
bypass2,keda,binary,0.0,4,46,400,0,20,60,100.0,94.9125,0.7279064172226082,8.468030986241184,31.34375
bypass2,keda,binary,0.0,5,47,400,0,20,60,100.0,96.9875,0.862336969129761,11.407099086599608,33.921875
bypass2,keda,binary,0.0,6,48,400,0,20,28,100.0,97.275,1.2307979134539129,11.407099086599608,15.90625
bypass2,keda,binary,0.0,7,49,400,0,20,60,100.0,94.7875,0.909160051529269,16.998496936061972,33.78125
bypass2,keda,binary,0.0,8,50,400,0,20,60,100.0,94.2625,1.2821917299980532,10.976991559717888,32.390625
bypass2,keda,binary,0.0,9,51,400,0,20,22,100.0,97.55,0.7264949022741763,11.693837437854086,13.140625
bypass2,keda,binary,0.1,0,42,400,2,20,60,100.0,94.725,0.9419794078316195,16.496704821366635,32.328125
bypass2,keda,binary,0.1,1,43,400,2,20,28,95.0,88.0,0.8726975975737703,13.98774424788993,15.546875
bypass2,keda,binary,0.1,2,44,400,2,20,60,100.0,96.3875,0.7527756530779166,11.407099086599608,34.234375
bypass2,keda,binary,0.1,3,45,400,2,20,42,100.0,97.1375,1.0088595894436685,14.63290553821251,22.890625
bypass2,keda,binary,0.1,4,46,400,2,20,60,100.0,94.7,0.8050004271091162,14.20279801133079,33.515625
bypass2,keda,binary,0.1,5,47,400,2,20,60,100.0,86.7875,0.7157325234846603,20.6544109145566,34.171875
bypass2,keda,binary,0.1,6,48,400,2,20,23,100.0,93.3625,0.7326474721749744,11.407099086599608,13.59375
bypass2,keda,binary,0.1,7,49,400,2,20,60,100.0,94.925,1.1152590810884944,17.428604462943692,34.203125
bypass2,keda,binary,0.1,8,50,400,2,20,60,100.0,94.575,1.2736556687807468,13.98774424788993,34.078125
bypass2,keda,binary,0.1,9,51,400,2,20,60,100.0,97.25,1.0568940222237706,14.91964388946699,33.890625
bypass2,keda,binary,0.2,0,42,400,4,20,52,100.0,88.7875,0.8864797391729249,17.141866111689215,27.875
bypass2,keda,binary,0.2,1,43,400,4,20,60,95.0,85.1,1.4849627340535496,13.772690484449068,33.296875
bypass2,keda,binary,0.2,2,44,400,4,20,24,100.0,96.3625,1.073287896288405,11.407099086599608,12.484375
bypass2,keda,binary,0.2,3,45,400,4,20,23,95.0,92.75,0.9246125674843978,10.833622384090646,13.375
bypass2,keda,binary,0.2,4,46,400,4,20,60,100.0,86.7625,0.5837012968054166,8.468030986241184,34.875
bypass2,keda,binary,0.2,5,47,400,4,20,60,100.0,85.9875,0.562860757047445,14.20279801133079,32.65625
bypass2,keda,binary,0.2,6,48,400,4,20,60,100.0,90.9625,0.6896381531525428,11.407099086599608,35.671875
bypass2,keda,binary,0.2,7,49,400,4,20,60,100.0,89.9,0.7854732414505232,13.98774424788993,32.921875
bypass2,keda,binary,0.2,8,50,400,4,20,60,95.0,84.8875,1.2685575686201507,18.8622962192161,33.71875
bypass2,keda,binary,0.2,9,51,400,4,20,60,100.0,82.225,1.0887916567748481,8.468030986241184,32.71875
bypass2,keda,binary,0.3,0,42,400,6,20,60,100.0,74.8875,0.8690321343825058,11.407099086599608,33.65625
bypass2,keda,binary,0.3,1,43,400,6,20,60,100.0,81.1625,0.659726730981929,13.772690484449068,33.71875
bypass2,keda,binary,0.3,2,44,400,6,20,60,95.0,77.275,0.9026315669243998,11.407099086599608,34.0
bypass2,keda,binary,0.3,3,45,400,6,20,34,95.0,91.0375,0.7577619255479316,16.998496936061972,20.0625
bypass2,keda,binary,0.3,4,46,400,6,20,60,95.0,76.1375,1.3192090643727727,13.98774424788993,35.5
bypass2,keda,binary,0.3,5,47,400,6,20,60,100.0,85.05,1.1824077654253036,8.468030986241184,34.671875
bypass2,keda,binary,0.3,6,48,400,6,20,60,100.0,86.575,0.6895201128124853,10.833622384090646,34.171875
bypass2,keda,binary,0.3,7,49,400,6,20,60,85.0,79.9375,1.2171524501432458,20.6544109145566,34.484375
bypass2,keda,binary,0.3,8,50,400,6,20,43,95.0,82.05,1.0811398568737147,16.28165105792577,25.921875
bypass2,keda,binary,0.3,9,51,400,6,20,38,100.0,79.4625,0.7486164913415687,16.496704821366635,21.40625
bypass2,keda,binary,0.4,0,42,400,8,20,51,100.0,86.675,0.8390647983666014,11.407099086599608,29.1875
bypass2,keda,binary,0.4,1,43,400,8,20,60,95.0,75.0125,1.0811947098310095,11.407099086599608,34.234375
bypass2,keda,binary,0.4,2,44,400,8,20,27,100.0,71.65,0.7826137659847052,11.693837437854086,15.25
bypass2,keda,binary,0.4,3,45,400,8,20,27,100.0,81.675,0.7543466250422629,8.468030986241184,16.03125
bypass2,keda,binary,0.4,4,46,400,8,20,60,95.0,66.3,0.7905079725864569,17.428604462943692,35.9375
bypass2,keda,binary,0.4,5,47,400,8,20,60,95.0,86.8,1.178912943006333,10.976991559717888,34.84375
bypass2,keda,binary,0.4,6,48,400,8,20,41,100.0,81.7625,1.2248700983361527,10.976991559717888,24.296875
bypass2,keda,binary,0.4,7,49,400,8,20,29,95.0,74.275,1.0804009657626168,11.693837437854086,16.96875
bypass2,keda,binary,0.4,8,50,400,8,20,60,100.0,75.05,0.8062553823034136,11.693837437854086,33.171875
bypass2,keda,binary,0.4,9,51,400,8,20,57,95.0,86.1875,1.3814843648181436,11.407099086599608,33.765625
bypass2,keda,binary,0.5,0,42,400,10,20,31,90.0,65.4625,0.8062429570044601,14.91964388946699,18.234375
bypass2,keda,binary,0.5,1,43,400,10,20,20,100.0,70.0375,0.6007608180918566,11.40709908250448,11.75
bypass2,keda,binary,0.5,2,44,400,10,20,36,100.0,91.2375,0.6202556979731708,13.34258295756735,21.21875
bypass2,keda,binary,0.5,3,45,400,10,20,35,95.0,64.7,1.0761512809858085,11.693837437854086,20.71875
bypass2,keda,binary,0.5,4,46,400,10,20,60,95.0,72.0125,0.6917574949773678,13.34258295756735,35.0625
bypass2,keda,binary,0.5,5,47,400,10,20,60,100.0,68.15,0.9818459795237287,11.407099086599608,34.34375
bypass2,keda,binary,0.5,6,48,400,10,20,60,80.0,64.4,1.211151144119761,16.28165105792577,35.546875
bypass2,keda,binary,0.5,7,49,400,10,20,60,95.0,60.4125,1.335059487803677,14.20279801133079,35.171875
bypass2,keda,binary,0.5,8,50,400,10,20,60,95.0,79.7375,0.7262174049182041,13.98774424788993,34.015625
bypass2,keda,binary,0.5,9,51,400,10,20,60,95.0,77.3,1.0117636143438193,11.407099086599608,34.421875
