network,optimizer,mode,pct,n_decision_rules,total_rules,stop_mode,rep,seed,pop_size,n_satisfiers,frac_satisfiers,sat_acc_mean,sat_acc_std,sat_acc_best,sat_acc_worst,pop_acc_mean,pop_acc_best,pop_acc_worst,best_fitness,stop_generation,cpu_total
bypass,umda,both,20,4,20,top90,1,43,50,50,1.0,61.0,6.164414002968973,75.0,55.00000000000001,61.0,75.0,55.00000000000001,0.0,50,2.25
bypass,umda,both,20,4,20,top90,2,44,50,50,1.0,74.3,9.747307320486,95.0,55.00000000000001,74.3,95.0,55.00000000000001,0.0,50,2.203125
bypass,umda,both,20,4,20,top90,3,45,50,50,1.0,72.4,5.122499389946278,85.0,55.00000000000001,72.4,85.0,55.00000000000001,0.0,50,2.171875
bypass,umda,both,20,4,20,top90,4,46,50,50,1.0,81.0,5.477225575051661,95.0,70.0,81.0,95.0,70.0,0.0,50,2.15625
bypass,umda,both,20,4,20,top90,5,47,50,50,1.0,68.8,5.344155686354956,85.0,60.0,68.8,85.0,60.0,0.0,50,2.171875
bypass,umda,both,20,4,20,top90,6,48,50,50,1.0,68.6,7.073895673530957,85.0,55.00000000000001,68.6,85.0,55.00000000000001,0.0,50,2.109375
bypass,umda,both,20,4,20,top90,7,49,50,49,0.98,70.61224489795919,8.549534720674862,85.0,50.0,70.3,85.0,50.0,0.0,50,2.203125
bypass,umda,both,20,4,20,top90,8,50,50,50,1.0,73.8,3.544009029333871,80.0,65.0,73.8,80.0,65.0,0.0,50,2.125
bypass,umda,both,20,4,20,top90,9,51,50,50,1.0,52.9,7.489325737341113,75.0,45.0,52.9,75.0,45.0,0.0,50,2.203125
bypass,umda,both,30,6,20,top10,0,42,50,48,0.96,71.875,7.403898184965358,80.0,55.00000000000001,71.4,80.0,55.00000000000001,0.0,50,2.125
bypass,umda,both,30,6,20,top10,1,43,50,50,1.0,73.6,7.418894796396563,85.0,55.00000000000001,73.6,85.0,55.00000000000001,0.0,50,2.140625
bypass,umda,both,30,6,20,top10,2,44,50,50,1.0,72.0,7.54983443527075,95.0,55.00000000000001,72.0,95.0,55.00000000000001,0.0,50,2.21875
bypass,umda,both,30,6,20,top10,3,45,50,50,1.0,69.0,6.633249580710798,75.0,55.00000000000001,69.0,75.0,55.00000000000001,0.0,50,2.109375
bypass,umda,both,30,6,20,top10,4,46,50,50,1.0,74.2,7.236021006050217,95.0,60.0,74.2,95.0,60.0,0.0,50,2.234375
bypass,umda,both,30,6,20,top10,5,47,50,50,1.0,73.2,4.331281565541543,85.0,65.0,73.2,85.0,65.0,0.0,50,2.171875
bypass,umda,both,30,6,20,top10,6,48,50,50,1.0,84.6,1.9595917942265424,85.0,75.0,84.6,85.0,75.0,0.0,50,2.21875
bypass,umda,both,30,6,20,top10,7,49,50,50,1.0,76.1,3.645545226711637,85.0,65.0,76.1,85.0,65.0,0.0,50,2.234375
bypass,umda,both,30,6,20,top10,8,50,50,49,0.98,78.06122448979592,5.4225837777903765,95.0,75.0,78.3,95.0,75.0,0.0,50,2.203125
bypass,umda,both,30,6,20,top10,9,51,50,0,0.0,,,,,56.8,70.0,45.0,1.0,100,4.546875
bypass,umda,both,30,6,20,top30,0,42,50,48,0.96,71.875,7.403898184965358,80.0,55.00000000000001,71.4,80.0,55.00000000000001,0.0,50,2.265625
bypass,umda,both,30,6,20,top30,1,43,50,50,1.0,73.6,7.418894796396563,85.0,55.00000000000001,73.6,85.0,55.00000000000001,0.0,50,2.234375
bypass,umda,both,30,6,20,top30,2,44,50,50,1.0,72.0,7.54983443527075,95.0,55.00000000000001,72.0,95.0,55.00000000000001,0.0,50,2.3125
bypass,umda,both,30,6,20,top30,3,45,50,50,1.0,69.0,6.633249580710798,75.0,55.00000000000001,69.0,75.0,55.00000000000001,0.0,50,2.21875
bypass,umda,both,30,6,20,top30,4,46,50,50,1.0,74.2,7.236021006050217,95.0,60.0,74.2,95.0,60.0,0.0,50,2.25
bypass,umda,both,30,6,20,top30,5,47,50,50,1.0,73.2,4.331281565541543,85.0,65.0,73.2,85.0,65.0,0.0,50,2.171875
bypass,umda,both,30,6,20,top30,6,48,50,50,1.0,84.6,1.9595917942265424,85.0,75.0,84.6,85.0,75.0,0.0,50,2.1875
bypass,umda,both,30,6,20,top30,7,49,50,50,1.0,76.1,3.645545226711637,85.0,65.0,76.1,85.0,65.0,0.0,50,2.265625
bypass,umda,both,30,6,20,top30,8,50,50,49,0.98,78.06122448979592,5.4225837777903765,95.0,75.0,78.3,95.0,75.0,0.0,50,2.1875
bypass,umda,both,30,6,20,top30,9,51,50,0,0.0,,,,,56.8,70.0,45.0,1.0,100,4.390625
bypass,umda,both,30,6,20,top50,0,42,50,48,0.96,71.875,7.403898184965358,80.0,55.00000000000001,71.4,80.0,55.00000000000001,0.0,50,2.21875
bypass,umda,both,30,6,20,top50,1,43,50,50,1.0,73.6,7.418894796396563,85.0,55.00000000000001,73.6,85.0,55.00000000000001,0.0,50,2.3125
bypass,umda,both,30,6,20,top50,2,44,50,50,1.0,72.0,7.54983443527075,95.0,55.00000000000001,72.0,95.0,55.00000000000001,0.0,50,2.1875
bypass,umda,both,30,6,20,top50,3,45,50,50,1.0,69.0,6.633249580710798,75.0,55.00000000000001,69.0,75.0,55.00000000000001,0.0,50,2.1875
bypass,umda,both,30,6,20,top50,4,46,50,50,1.0,74.2,7.236021006050217,95.0,60.0,74.2,95.0,60.0,0.0,50,2.265625
bypass,umda,both,30,6,20,top50,5,47,50,50,1.0,73.2,4.331281565541543,85.0,65.0,73.2,85.0,65.0,0.0,50,2.171875
bypass,umda,both,30,6,20,top50,6,48,50,50,1.0,84.6,1.9595917942265424,85.0,75.0,84.6,85.0,75.0,0.0,50,2.140625
bypass,umda,both,30,6,20,top50,7,49,50,50,1.0,76.1,3.645545226711637,85.0,65.0,76.1,85.0,65.0,0.0,50,2.140625
bypass,umda,both,30,6,20,top50,8,50,50,49,0.98,78.06122448979592,5.4225837777903765,95.0,75.0,78.3,95.0,75.0,0.0,50,2.171875
bypass,umda,both,30,6,20,top50,9,51,50,0,0.0,,,,,56.8,70.0,45.0,1.0,100,4.34375
bypass,umda,both,30,6,20,top70,0,42,50,48,0.96,71.875,7.403898184965358,80.0,55.00000000000001,71.4,80.0,55.00000000000001,0.0,50,2.28125
bypass,umda,both,30,6,20,top70,1,43,50,50,1.0,73.6,7.418894796396563,85.0,55.00000000000001,73.6,85.0,55.00000000000001,0.0,50,2.265625
bypass,umda,both,30,6,20,top70,2,44,50,50,1.0,72.0,7.54983443527075,95.0,55.00000000000001,72.0,95.0,55.00000000000001,0.0,50,2.234375
bypass,umda,both,30,6,20,top70,3,45,50,50,1.0,69.0,6.633249580710798,75.0,55.00000000000001,69.0,75.0,55.00000000000001,0.0,50,2.21875
bypass,umda,both,30,6,20,top70,4,46,50,50,1.0,74.2,7.236021006050217,95.0,60.0,74.2,95.0,60.0,0.0,50,2.359375
bypass,umda,both,30,6,20,top70,5,47,50,50,1.0,73.2,4.331281565541543,85.0,65.0,73.2,85.0,65.0,0.0,50,2.234375
bypass,umda,both,30,6,20,top70,6,48,50,50,1.0,84.6,1.9595917942265424,85.0,75.0,84.6,85.0,75.0,0.0,50,2.328125
bypass,umda,both,30,6,20,top70,7,49,50,50,1.0,76.1,3.645545226711637,85.0,65.0,76.1,85.0,65.0,0.0,50,2.09375
bypass,umda,both,30,6,20,top70,8,50,50,49,0.98,78.06122448979592,5.4225837777903765,95.0,75.0,78.3,95.0,75.0,0.0,50,2.125
bypass,umda,both,30,6,20,top70,9,51,50,0,0.0,,,,,56.8,70.0,45.0,1.0,100,4.234375
bypass,umda,both,30,6,20,top90,0,42,50,48,0.96,71.875,7.403898184965358,80.0,55.00000000000001,71.4,80.0,55.00000000000001,0.0,50,2.140625
bypass,umda,both,30,6,20,top90,1,43,50,50,1.0,73.6,7.418894796396563,85.0,55.00000000000001,73.6,85.0,55.00000000000001,0.0,50,2.21875
bypass,umda,both,30,6,20,top90,2,44,50,50,1.0,72.0,7.54983443527075,95.0,55.00000000000001,72.0,95.0,55.00000000000001,0.0,50,2.15625
bypass,umda,both,30,6,20,top90,3,45,50,50,1.0,69.0,6.633249580710798,75.0,55.00000000000001,69.0,75.0,55.00000000000001,0.0,50,2.1875
bypass,umda,both,30,6,20,top90,4,46,50,50,1.0,74.2,7.236021006050217,95.0,60.0,74.2,95.0,60.0,0.0,50,2.1875
bypass,umda,both,30,6,20,top90,5,47,50,50,1.0,73.2,4.331281565541543,85.0,65.0,73.2,85.0,65.0,0.0,50,3.359375
bypass,umda,both,30,6,20,top90,6,48,50,50,1.0,84.6,1.9595917942265424,85.0,75.0,84.6,85.0,75.0,0.0,50,5.296875
bypass,umda,both,30,6,20,top90,7,49,50,50,1.0,76.1,3.645545226711637,85.0,65.0,76.1,85.0,65.0,0.0,50,4.46875
bypass,umda,both,30,6,20,top90,8,50,50,49,0.98,78.06122448979592,5.4225837777903765,95.0,75.0,78.3,95.0,75.0,0.0,50,4.265625
bypass,umda,both,30,6,20,top90,9,51,50,0,0.0,,,,,56.8,70.0,45.0,1.0,100,8.0625
bypass,emna,both,5,1,20,top10,0,42,50,45,0.9,60.22222222222222,12.950999770740804,95.0,35.0,58.7,95.0,35.0,0.0,50,4.0
bypass,emna,both,5,1,20,top10,1,43,50,50,1.0,50.1,9.353608929178083,75.0,35.0,50.1,75.0,35.0,0.0,50,3.796875
bypass,emna,both,5,1,20,top10,2,44,50,44,0.88,57.27272727272727,13.835664777476753,85.0,30.0,56.6,85.0,30.0,0.0,50,4.015625
bypass,emna,both,5,1,20,top10,3,45,50,50,1.0,70.2,12.998461447417537,95.0,40.0,70.2,95.0,40.0,0.0,50,3.796875
bypass,emna,both,5,1,20,top10,4,46,50,47,0.94,54.255319148936174,11.011537634152493,75.0,20.0,54.6,75.0,20.0,0.0,50,3.9375
bypass,emna,both,5,1,20,top10,5,47,50,47,0.94,52.659574468085104,10.510939783771551,70.0,25.0,52.4,70.0,25.0,0.0,50,3.390625
bypass,emna,both,5,1,20,top10,6,48,50,43,0.86,70.69767441860465,12.830803929426716,95.0,45.0,68.4,95.0,35.0,0.0,50,2.921875
bypass,emna,both,5,1,20,top10,7,49,50,49,0.98,61.93877551020408,11.553616207933192,85.0,35.0,61.5,85.0,35.0,0.0,50,3.03125
bypass,emna,both,5,1,20,top10,8,50,50,50,1.0,68.6,9.593747964169165,95.0,50.0,68.6,95.0,50.0,0.0,50,3.0625
bypass,emna,both,5,1,20,top10,9,51,50,41,0.82,55.1219512195122,13.228194430838226,85.0,30.0,54.6,85.0,30.0,0.0,50,3.0
bypass,emna,both,5,1,20,top30,0,42,50,45,0.9,60.22222222222222,12.950999770740804,95.0,35.0,58.7,95.0,35.0,0.0,50,3.015625
bypass,emna,both,5,1,20,top30,1,43,50,50,1.0,50.1,9.353608929178083,75.0,35.0,50.1,75.0,35.0,0.0,50,2.875
bypass,emna,both,5,1,20,top30,2,44,50,44,0.88,57.27272727272727,13.835664777476753,85.0,30.0,56.6,85.0,30.0,0.0,50,3.0
bypass,emna,both,5,1,20,top30,3,45,50,50,1.0,70.2,12.998461447417537,95.0,40.0,70.2,95.0,40.0,0.0,50,2.96875
bypass,emna,both,5,1,20,top30,4,46,50,47,0.94,54.255319148936174,11.011537634152493,75.0,20.0,54.6,75.0,20.0,0.0,50,3.03125
bypass,emna,both,5,1,20,top30,5,47,50,47,0.94,52.659574468085104,10.510939783771551,70.0,25.0,52.4,70.0,25.0,0.0,50,3.140625
bypass,emna,both,5,1,20,top30,6,48,50,43,0.86,70.69767441860465,12.830803929426716,95.0,45.0,68.4,95.0,35.0,0.0,50,2.953125
bypass,emna,both,5,1,20,top30,7,49,50,49,0.98,61.93877551020408,11.553616207933192,85.0,35.0,61.5,85.0,35.0,0.0,50,3.234375
bypass,emna,both,5,1,20,top30,8,50,50,50,1.0,68.6,9.593747964169165,95.0,50.0,68.6,95.0,50.0,0.0,50,2.96875
bypass,emna,both,5,1,20,top30,9,51,50,41,0.82,55.1219512195122,13.228194430838226,85.0,30.0,54.6,85.0,30.0,0.0,50,2.9375
bypass,emna,both,5,1,20,top50,0,42,50,45,0.9,60.22222222222222,12.950999770740804,95.0,35.0,58.7,95.0,35.0,0.0,50,2.84375
bypass,emna,both,5,1,20,top50,1,43,50,50,1.0,50.1,9.353608929178083,75.0,35.0,50.1,75.0,35.0,0.0,50,2.875
bypass,emna,both,5,1,20,top50,2,44,50,44,0.88,57.27272727272727,13.835664777476753,85.0,30.0,56.6,85.0,30.0,0.0,50,2.78125
bypass,emna,both,5,1,20,top50,3,45,50,50,1.0,70.2,12.998461447417537,95.0,40.0,70.2,95.0,40.0,0.0,50,2.859375
bypass,emna,both,5,1,20,top50,4,46,50,47,0.94,54.255319148936174,11.011537634152493,75.0,20.0,54.6,75.0,20.0,0.0,50,2.96875
bypass,emna,both,5,1,20,top50,5,47,50,47,0.94,52.659574468085104,10.510939783771551,70.0,25.0,52.4,70.0,25.0,0.0,50,2.859375
bypass,emna,both,5,1,20,top50,6,48,50,43,0.86,70.69767441860465,12.830803929426716,95.0,45.0,68.4,95.0,35.0,0.0,50,3.28125
bypass,emna,both,5,1,20,top50,7,49,50,49,0.98,61.93877551020408,11.553616207933192,85.0,35.0,61.5,85.0,35.0,0.0,50,3.453125
bypass,emna,both,5,1,20,top50,8,50,50,50,1.0,68.6,9.593747964169165,95.0,50.0,68.6,95.0,50.0,0.0,50,2.765625
bypass,emna,both,5,1,20,top50,9,51,50,41,0.82,55.1219512195122,13.228194430838226,85.0,30.0,54.6,85.0,30.0,0.0,50,2.875
bypass,emna,both,5,1,20,top70,0,42,50,45,0.9,60.22222222222222,12.950999770740804,95.0,35.0,58.7,95.0,35.0,0.0,50,3.015625
bypass,emna,both,5,1,20,top70,1,43,50,50,1.0,50.1,9.353608929178083,75.0,35.0,50.1,75.0,35.0,0.0,50,2.984375
bypass,emna,both,5,1,20,top70,2,44,50,44,0.88,57.27272727272727,13.835664777476753,85.0,30.0,56.6,85.0,30.0,0.0,50,2.921875
bypass,emna,both,5,1,20,top70,3,45,50,50,1.0,70.2,12.998461447417537,95.0,40.0,70.2,95.0,40.0,0.0,50,3.03125
bypass,emna,both,5,1,20,top70,4,46,50,47,0.94,54.255319148936174,11.011537634152493,75.0,20.0,54.6,75.0,20.0,0.0,50,3.28125
bypass,emna,both,5,1,20,top70,5,47,50,47,0.94,52.659574468085104,10.510939783771551,70.0,25.0,52.4,70.0,25.0,0.0,50,3.375
bypass,emna,both,5,1,20,top70,6,48,50,43,0.86,70.69767441860465,12.830803929426716,95.0,45.0,68.4,95.0,35.0,0.0,50,3.109375
bypass,emna,both,5,1,20,top70,7,49,50,49,0.98,61.93877551020408,11.553616207933192,85.0,35.0,61.5,85.0,35.0,0.0,50,3.0625
bypass,emna,both,5,1,20,top70,8,50,50,50,1.0,68.6,9.593747964169165,95.0,50.0,68.6,95.0,50.0,0.0,50,3.03125
bypass,emna,both,5,1,20,top70,9,51,50,41,0.82,55.1219512195122,13.228194430838226,85.0,30.0,54.6,85.0,30.0,0.0,50,3.046875
bypass,emna,both,5,1,20,top90,0,42,50,45,0.9,60.22222222222222,12.950999770740804,95.0,35.0,58.7,95.0,35.0,0.0,50,2.953125
bypass,emna,both,5,1,20,top90,1,43,50,50,1.0,50.1,9.353608929178083,75.0,35.0,50.1,75.0,35.0,0.0,50,3.078125
bypass,emna,both,5,1,20,top90,2,44,50,45,0.9,58.55555555555556,11.576903357894317,85.0,35.0,58.2,85.0,25.0,0.0,51,3.03125
bypass,emna,both,5,1,20,top90,3,45,50,50,1.0,70.2,12.998461447417537,95.0,40.0,70.2,95.0,40.0,0.0,50,2.953125
bypass,emna,both,5,1,20,top90,4,46,50,47,0.94,54.255319148936174,11.011537634152493,75.0,20.0,54.6,75.0,20.0,0.0,50,2.9375
bypass,emna,both,5,1,20,top90,5,47,50,47,0.94,52.659574468085104,10.510939783771551,70.0,25.0,52.4,70.0,25.0,0.0,50,2.984375
bypass,emna,both,5,1,20,top90,6,48,50,45,0.9,70.22222222222223,9.54262691270395,90.0,45.0,69.6,90.0,45.0,0.0,52,3.078125
bypass,emna,both,5,1,20,top90,7,49,50,49,0.98,61.93877551020408,11.553616207933192,85.0,35.0,61.5,85.0,35.0,0.0,50,3.078125
bypass,emna,both,5,1,20,top90,8,50,50,50,1.0,68.6,9.593747964169165,95.0,50.0,68.6,95.0,50.0,0.0,50,2.921875
bypass,emna,both,5,1,20,top90,9,51,50,45,0.9,58.888888888888886,12.600215557630966,90.0,35.0,57.8,90.0,35.0,0.0,53,2.9375
bypass,emna,both,10,2,20,top10,0,42,50,42,0.84,55.95238095238095,10.75916526447143,85.0,35.0,53.5,85.0,25.0,0.0,50,2.84375
bypass,emna,both,10,2,20,top10,1,43,50,50,1.0,63.1,10.482843125793687,85.0,35.0,63.1,85.0,35.0,0.0,50,3.03125
bypass,emna,both,10,2,20,top10,2,44,50,41,0.82,65.1219512195122,10.15056197399259,95.0,40.0,64.2,95.0,35.0,0.0,50,3.03125
bypass,emna,both,10,2,20,top10,3,45,50,43,0.86,76.04651162790698,10.03239749308046,95.0,55.00000000000001,74.8,95.0,45.0,0.0,50,3.75
bypass,emna,both,10,2,20,top10,4,46,50,44,0.88,72.72727272727273,9.50206589107585,95.0,45.0,72.0,95.0,45.0,0.0,50,3.484375
bypass,emna,both,10,2,20,top10,5,47,50,46,0.92,67.17391304347827,9.8163668738049,85.0,45.0,66.2,85.0,45.0,0.0,50,3.015625
bypass,emna,both,10,2,20,top10,6,48,50,43,0.86,59.88372093023256,12.78118039154404,85.0,35.0,59.3,85.0,35.0,0.0,50,3.0
bypass,emna,both,10,2,20,top10,7,49,50,48,0.96,36.875,7.333214961165852,55.00000000000001,20.0,37.2,55.00000000000001,20.0,0.0,50,2.984375
bypass,emna,both,10,2,20,top10,8,50,50,46,0.92,52.28260869565217,10.668244310708667,75.0,25.0,51.3,75.0,25.0,0.0,50,2.90625
bypass,emna,both,10,2,20,top10,9,51,50,40,0.8,58.875,10.457503287113994,85.0,35.0,58.1,85.0,35.0,0.0,50,2.875
bypass,emna,both,10,2,20,top30,0,42,50,42,0.84,55.95238095238095,10.75916526447143,85.0,35.0,53.5,85.0,25.0,0.0,50,2.609375
bypass,emna,both,10,2,20,top30,1,43,50,50,1.0,63.1,10.482843125793687,85.0,35.0,63.1,85.0,35.0,0.0,50,2.84375
bypass,emna,both,10,2,20,top30,2,44,50,41,0.82,65.1219512195122,10.15056197399259,95.0,40.0,64.2,95.0,35.0,0.0,50,2.921875
bypass,emna,both,10,2,20,top30,3,45,50,43,0.86,76.04651162790698,10.03239749308046,95.0,55.00000000000001,74.8,95.0,45.0,0.0,50,3.8125
bypass,emna,both,10,2,20,top30,4,46,50,44,0.88,72.72727272727273,9.50206589107585,95.0,45.0,72.0,95.0,45.0,0.0,50,3.96875
bypass,emna,both,10,2,20,top30,5,47,50,46,0.92,67.17391304347827,9.8163668738049,85.0,45.0,66.2,85.0,45.0,0.0,50,2.84375
bypass,emna,both,10,2,20,top30,6,48,50,43,0.86,59.88372093023256,12.78118039154404,85.0,35.0,59.3,85.0,35.0,0.0,50,2.75
bypass,emna,both,10,2,20,top30,7,49,50,48,0.96,36.875,7.333214961165852,55.00000000000001,20.0,37.2,55.00000000000001,20.0,0.0,50,2.3125
bypass,emna,both,10,2,20,top30,8,50,50,46,0.92,52.28260869565217,10.668244310708667,75.0,25.0,51.3,75.0,25.0,0.0,50,2.453125
bypass,emna,both,10,2,20,top30,9,51,50,40,0.8,58.875,10.457503287113994,85.0,35.0,58.1,85.0,35.0,0.0,50,2.265625
bypass,emna,both,10,2,20,top50,0,42,50,42,0.84,55.95238095238095,10.75916526447143,85.0,35.0,53.5,85.0,25.0,0.0,50,2.328125
bypass,emna,both,10,2,20,top50,1,43,50,50,1.0,63.1,10.482843125793687,85.0,35.0,63.1,85.0,35.0,0.0,50,2.3125
bypass,emna,both,10,2,20,top50,2,44,50,41,0.82,65.1219512195122,10.15056197399259,95.0,40.0,64.2,95.0,35.0,0.0,50,2.375
bypass,emna,both,10,2,20,top50,3,45,50,43,0.86,76.04651162790698,10.03239749308046,95.0,55.00000000000001,74.8,95.0,45.0,0.0,50,2.234375
bypass,emna,both,10,2,20,top50,4,46,50,44,0.88,72.72727272727273,9.50206589107585,95.0,45.0,72.0,95.0,45.0,0.0,50,2.25
bypass,emna,both,10,2,20,top50,5,47,50,46,0.92,67.17391304347827,9.8163668738049,85.0,45.0,66.2,85.0,45.0,0.0,50,2.40625
bypass,emna,both,10,2,20,top50,6,48,50,43,0.86,59.88372093023256,12.78118039154404,85.0,35.0,59.3,85.0,35.0,0.0,50,2.4375
bypass,emna,both,10,2,20,top50,7,49,50,48,0.96,36.875,7.333214961165852,55.00000000000001,20.0,37.2,55.00000000000001,20.0,0.0,50,2.3125
bypass,emna,both,10,2,20,top50,8,50,50,46,0.92,52.28260869565217,10.668244310708667,75.0,25.0,51.3,75.0,25.0,0.0,50,2.28125
