network,optimizer,mode,pct,n_decision_rules,total_rules,stop_mode,rep,seed,pop_size,n_satisfiers,frac_satisfiers,sat_acc_mean,sat_acc_std,sat_acc_best,sat_acc_worst,pop_acc_mean,pop_acc_best,pop_acc_worst,best_fitness,stop_generation,cpu_total
nhlv1,umda,utility_only,10,7,67,top90,1,43,50,50,1.0,69.91044776119405,1.799977723185832,74.6268656716418,67.16417910447761,69.91044776119405,74.6268656716418,67.16417910447761,0.0,50,674.7343750000009
nhlv1,umda,utility_only,10,7,67,top90,2,44,50,50,1.0,78.11940298507463,1.1409859614099325,80.59701492537313,76.11940298507463,78.11940298507463,80.59701492537313,76.11940298507463,0.0,50,677.109375
nhlv1,umda,utility_only,10,7,67,top90,3,45,50,50,1.0,71.82089552238807,0.4850172181872255,73.13432835820896,71.64179104477611,71.82089552238807,73.13432835820896,71.64179104477611,0.0,50,670.7187499999991
nhlv1,umda,utility_only,10,7,67,top90,4,46,50,50,1.0,76.86567164179104,1.2033220519848566,79.1044776119403,74.6268656716418,76.86567164179104,79.1044776119403,74.6268656716418,0.0,50,674.0000000000009
nhlv1,umda,utility_only,20,13,67,top90,0,42,50,50,1.0,73.58208955223881,1.4999814359881931,77.61194029850746,70.1492537313433,73.58208955223881,77.61194029850746,70.1492537313433,0.0,50,677.21875
nhlv1,umda,utility_only,20,13,67,top90,1,43,50,0,0.0,,,,,67.61194029850748,70.1492537313433,65.67164179104478,2.0,100,1352.84375
nhlv1,umda,utility_only,20,13,67,top90,2,44,50,50,1.0,79.43283582089552,0.9575531302892804,85.07462686567165,79.1044776119403,79.43283582089552,85.07462686567165,79.1044776119403,0.0,50,673.4374999999982
nhlv1,umda,utility_only,20,13,67,top90,3,45,50,50,1.0,76.80597014925374,3.0763652526550493,85.07462686567165,73.13432835820896,76.80597014925374,85.07462686567165,73.13432835820896,0.0,50,659.5937500000018
nhlv1,umda,utility_only,20,13,67,top90,4,46,50,48,0.96,81.84079601990051,0.5562358152984598,82.08955223880598,80.59701492537313,81.76119402985076,82.08955223880598,79.1044776119403,0.0,50,654.921875
nhlv1,umda,utility_only,30,20,67,top90,0,42,50,48,0.96,86.5049751243781,0.2982482290617331,86.56716417910447,85.07462686567165,86.44776119402982,86.56716417910447,85.07462686567165,0.0,50,659.4375
nhlv1,umda,utility_only,30,20,67,top90,1,43,50,0,0.0,,,,,74.56716417910448,77.61194029850746,68.65671641791045,3.0,100,1311.6718749999982
nhlv1,umda,utility_only,30,20,67,top90,2,44,50,50,1.0,79.01492537313432,0.4634081998883583,79.1044776119403,76.11940298507463,79.01492537313432,79.1044776119403,76.11940298507463,0.0,50,656.375
nhlv1,umda,utility_only,30,20,67,top90,3,45,50,0,0.0,,,,,81.40298507462686,83.5820895522388,80.59701492537313,1.0,100,1307.609375
nhlv1,umda,utility_only,30,20,67,top90,4,46,50,0,0.0,,,,,82.83582089552239,83.5820895522388,82.08955223880598,1.0,100,1311.6562500000018
nhlv1,emna,utility_only,5,3,67,top90,0,42,50,49,0.98,86.53670423393238,5.321867617793442,100.0,76.11940298507463,86.74626865671642,100.0,76.11940298507463,0.0,50,662.5
nhlv1,emna,utility_only,5,3,67,top90,1,43,50,49,0.98,85.19646664636002,5.492934062186951,97.01492537313432,73.13432835820896,85.19402985074625,97.01492537313432,73.13432835820896,0.0,50,665.0937499999964
nhlv1,emna,utility_only,5,3,67,top90,2,44,50,47,0.94,87.99618926643379,4.471865125580128,98.50746268656717,80.59701492537313,87.79104477611938,98.50746268656717,77.61194029850746,0.0,54,712.7031250000036
nhlv1,emna,utility_only,5,3,67,top90,3,45,50,48,0.96,83.73756218905473,6.500392566965876,98.50746268656717,70.1492537313433,83.79104477611942,98.50746268656717,70.1492537313433,0.0,51,672.921875
nhlv1,emna,utility_only,5,3,67,top90,4,46,50,48,0.96,86.84701492537313,9.20392757481315,98.50746268656717,46.26865671641791,85.4328358208955,98.50746268656717,17.91044776119403,0.0,50,662.78125
nhlv1,emna,utility_only,10,7,67,top90,0,42,50,47,0.94,82.69291838678946,4.815843599013883,95.52238805970148,73.13432835820896,81.61194029850746,95.52238805970148,20.8955223880597,0.0,50,660.5624999999964
nhlv1,emna,utility_only,10,7,67,top90,1,43,50,47,0.94,83.74087011749762,5.387881059867206,95.52238805970148,74.6268656716418,82.98507462686568,95.52238805970148,46.26865671641791,0.0,50,660.0625
nhlv1,emna,utility_only,10,7,67,top90,2,44,50,46,0.92,78.74756651524984,2.5318638773393127,85.07462686567165,74.6268656716418,75.7910447761194,85.07462686567165,19.402985074626866,0.0,50,658.9687500000036
nhlv1,emna,utility_only,10,7,67,top90,3,45,50,45,0.9,85.53897180762853,5.235213693016405,95.52238805970148,73.13432835820896,85.67164179104476,95.52238805970148,73.13432835820896,0.0,50,667.8125
nhlv1,emna,utility_only,10,7,67,top90,4,46,50,45,0.9,88.39137645107795,3.865116320253987,95.52238805970148,77.61194029850746,88.3283582089552,95.52238805970148,77.61194029850746,0.0,50,663.96875
nhlv1,emna,utility_only,20,13,67,top90,0,42,50,46,0.92,88.57884490590526,4.607854763420306,98.50746268656717,73.13432835820896,88.92537313432837,98.50746268656717,73.13432835820896,0.0,52,694.1874999999964
nhlv1,emna,utility_only,20,13,67,top90,1,43,50,45,0.9,99.76782752902156,0.6258030601695915,100.0,97.01492537313432,99.73134328358208,100.0,97.01492537313432,0.0,56,746.609375
nhlv1,emna,utility_only,20,13,67,top90,2,44,50,45,0.9,87.42951907131011,4.180157281376623,94.02985074626866,77.61194029850746,87.61194029850748,98.50746268656717,77.61194029850746,0.0,57,778.6093750000036
nhlv1,emna,utility_only,20,13,67,top90,3,45,50,49,0.98,83.09473042948522,3.253087919542609,89.55223880597015,76.11940298507463,82.95522388059702,89.55223880597015,76.11940298507463,0.0,51,716.59375
nhlv1,emna,utility_only,20,13,67,top90,4,46,50,47,0.94,92.44204509368052,3.264244210672307,100.0,86.56716417910447,92.38805970149252,100.0,86.56716417910447,0.0,51,673.8125
nhlv1,emna,utility_only,30,20,67,top90,0,42,50,0,0.0,,,,,86.7462686567164,95.52238805970148,77.61194029850746,1.0,100,1341.8593749999964
nhlv1,emna,utility_only,30,20,67,top90,1,43,50,46,0.92,98.24789097988318,2.2073136082667024,100.0,92.53731343283582,98.2686567164179,100.0,92.53731343283582,0.0,77,1030.8906250000036
nhlv1,emna,utility_only,30,20,67,top90,2,44,50,47,0.94,86.05906637027628,4.156776945016697,97.01492537313432,79.1044776119403,86.02985074626866,98.50746268656717,76.11940298507463,0.0,50,677.765625
nhlv1,emna,utility_only,30,20,67,top90,3,45,50,45,0.9,99.30348258706468,0.8083620303120348,100.0,97.01492537313432,99.22388059701493,100.0,94.02985074626866,0.0,97,1300.6874999999964
nhlv1,emna,utility_only,30,20,67,top90,4,46,50,45,0.9,94.95854063018244,2.163781947635169,100.0,88.05970149253731,94.68656716417912,100.0,86.56716417910447,0.0,53,699.2968750000036
bypass,egna,both,5,1,20,top90,0,42,50,46,0.92,73.3695652173913,11.84383658399403,95.0,45.0,71.4,95.0,40.0,0.0,50,24.640625
bypass,egna,both,5,1,20,top90,1,43,50,50,1.0,57.3,11.189727431890375,95.0,35.0,57.3,95.0,35.0,0.0,50,25.75
bypass,egna,both,5,1,20,top90,2,44,50,50,1.0,72.3,9.284934033152846,90.0,55.00000000000001,72.3,90.0,55.00000000000001,0.0,50,24.09375
bypass,egna,both,5,1,20,top90,3,45,50,47,0.94,73.93617021276596,8.563664594680045,90.0,55.00000000000001,72.6,90.0,35.0,0.0,50,26.03125
bypass,egna,both,5,1,20,top90,4,46,50,46,0.92,64.56521739130434,12.060810005808868,95.0,40.0,63.5,95.0,25.0,0.0,50,23.28125
bypass,egna,both,5,1,20,top90,5,47,50,47,0.94,69.7872340425532,11.34363852133304,95.0,35.0,69.0,95.0,35.0,0.0,50,22.9375
bypass,egna,both,5,1,20,top90,6,48,50,47,0.94,57.659574468085104,10.202787678603688,85.0,35.0,57.4,85.0,35.0,0.0,50,29.78125
bypass,egna,both,5,1,20,top90,7,49,50,49,0.98,61.326530612244895,13.12325829859002,90.0,35.0,61.2,90.0,35.0,0.0,51,28.8125
bypass,egna,both,5,1,20,top90,8,50,50,47,0.94,58.08510638297872,9.59572109257845,80.0,35.0,58.5,85.0,35.0,0.0,50,26.359375
bypass,egna,both,5,1,20,top90,9,51,50,50,1.0,50.0,16.1245154965971,80.0,15.0,50.0,80.0,15.0,0.0,50,27.25
bypass,egna,both,10,2,20,top90,0,42,50,49,0.98,55.0,7.213932098830056,75.0,35.0,54.8,75.0,35.0,0.0,50,27.078125
bypass,egna,both,10,2,20,top90,1,43,50,48,0.96,68.85416666666667,9.255605471220608,95.0,55.00000000000001,68.5,95.0,55.00000000000001,0.0,50,26.984375
bypass,egna,both,10,2,20,top90,2,44,50,50,1.0,81.6,6.814690014960328,85.0,55.00000000000001,81.6,85.0,55.00000000000001,0.0,50,27.828125
bypass,egna,both,10,2,20,top90,3,45,50,49,0.98,67.95918367346938,9.789538738948126,85.0,45.0,67.7,85.0,45.0,0.0,50,28.203125
bypass,egna,both,10,2,20,top90,4,46,50,47,0.94,65.74468085106383,10.963125981266597,85.0,35.0,65.6,85.0,35.0,0.0,50,28.171875
bypass,egna,both,10,2,20,top90,5,47,50,45,0.9,67.77777777777777,9.806775183829432,85.0,45.0,67.3,85.0,35.0,0.0,50,27.4375
bypass,egna,both,10,2,20,top90,6,48,50,48,0.96,61.770833333333336,10.23116070177551,80.0,35.0,61.9,80.0,35.0,0.0,50,28.09375
bypass,egna,both,10,2,20,top90,7,49,50,49,0.98,74.79591836734694,11.993160622105494,95.0,45.0,74.4,95.0,45.0,0.0,50,27.71875
bypass,egna,both,10,2,20,top90,8,50,50,49,0.98,73.36734693877551,10.756476696411784,95.0,55.00000000000001,73.3,95.0,55.00000000000001,0.0,50,28.984375
bypass,egna,both,10,2,20,top90,9,51,50,49,0.98,86.42857142857143,7.49149177264394,95.0,65.0,86.2,95.0,65.0,0.0,50,28.3125
bypass,egna,both,20,4,20,top90,0,42,50,50,1.0,75.1,7.777531742140305,95.0,45.0,75.1,95.0,45.0,0.0,50,27.859375
bypass,egna,both,20,4,20,top90,1,43,50,48,0.96,75.83333333333333,9.807168579949847,95.0,45.0,74.6,95.0,25.0,0.0,50,27.171875
bypass,egna,both,20,4,20,top90,2,44,50,48,0.96,48.4375,7.981505314371053,65.0,35.0,47.9,65.0,35.0,0.0,51,28.71875
bypass,egna,both,20,4,20,top90,3,45,50,46,0.92,60.65217391304348,7.489753555196614,85.0,45.0,61.6,85.0,45.0,0.0,50,28.53125
bypass,egna,both,20,4,20,top90,4,46,50,47,0.94,77.34042553191489,8.176969723649206,95.0,65.0,76.8,95.0,65.0,0.0,50,27.4375
bypass,egna,both,20,4,20,top90,5,47,50,46,0.92,83.47826086956522,4.153255037944087,85.0,65.0,81.4,85.0,45.0,0.0,52,28.671875
bypass,egna,both,20,4,20,top90,6,48,50,45,0.9,78.55555555555556,9.226906440900754,95.0,55.00000000000001,78.6,95.0,55.00000000000001,0.0,53,30.078125
bypass,egna,both,20,4,20,top90,7,49,50,47,0.94,62.87234042553192,10.60633496222512,85.0,45.0,62.8,85.0,45.0,0.0,51,29.453125
bypass,egna,both,20,4,20,top90,8,50,50,47,0.94,64.7872340425532,6.992202861768077,85.0,55.00000000000001,64.7,85.0,55.00000000000001,0.0,50,29.34375
bypass,egna,both,20,4,20,top90,9,51,50,48,0.96,58.958333333333336,10.101481602000549,75.0,35.0,59.8,85.0,35.0,0.0,50,28.515625
bypass,egna,both,30,6,20,top90,0,42,50,49,0.98,76.53061224489795,4.066297723504341,95.0,75.0,76.5,95.0,75.0,0.0,50,26.890625
bypass,egna,both,30,6,20,top90,1,43,50,48,0.96,82.8125,9.40446757752222,95.0,65.0,82.7,95.0,65.0,0.0,50,28.796875
bypass,egna,both,30,6,20,top90,2,44,50,49,0.98,86.93877551020408,7.478972327268854,95.0,65.0,86.8,95.0,65.0,0.0,50,28.484375
bypass,egna,both,30,6,20,top90,3,45,50,46,0.92,81.52173913043478,6.905382684464604,95.0,65.0,81.2,95.0,65.0,0.0,50,28.765625
bypass,egna,both,30,6,20,top90,4,46,50,46,0.92,70.1086956521739,5.466213461165286,85.0,55.00000000000001,69.4,85.0,45.0,0.0,50,27.859375
bypass,egna,both,30,6,20,top90,5,47,50,45,0.9,91.88888888888889,4.629481479111035,100.0,85.0,91.5,100.0,85.0,0.0,52,28.515625
bypass,egna,both,30,6,20,top90,6,48,50,47,0.94,75.42553191489361,2.0184751022351355,85.0,75.0,75.1,85.0,60.0,0.0,51,27.765625
bypass,egna,both,30,6,20,top90,7,49,50,50,1.0,70.2,8.243785538209979,85.0,50.0,70.2,85.0,50.0,0.0,50,19.53125
bypass,egna,both,30,6,20,top90,8,50,50,48,0.96,76.77083333333333,7.533922128538951,85.0,60.0,76.7,85.0,60.0,0.0,50,20.390625
bypass,egna,both,30,6,20,top90,9,51,50,45,0.9,60.66666666666666,7.717224601860149,80.0,50.0,60.8,80.0,50.0,0.0,50,21.09375
bypass,keda,both,5,1,20,top90,0,42,400,390,0.975,68.88461538461539,11.445501601212287,95.0,35.0,68.7625,95.0,35.0,0.0,50,21.921875
bypass,keda,both,5,1,20,top90,1,43,400,394,0.985,76.12944162436548,14.989200721415964,100.0,25.0,76.0875,100.0,25.0,0.0,50,22.890625
bypass,keda,both,5,1,20,top90,2,44,400,392,0.98,64.73214285714286,13.058627123359438,100.0,25.0,64.525,100.0,25.0,0.0,50,22.96875
bypass,keda,both,5,1,20,top90,3,45,400,394,0.985,74.53045685279187,12.194295757847774,100.0,30.0,74.3375,100.0,30.0,0.0,50,22.828125
bypass,keda,both,5,1,20,top90,4,46,400,393,0.9825,79.4910941475827,12.06937314089,100.0,35.0,79.175,100.0,35.0,0.0,50,22.671875
bypass,keda,both,5,1,20,top90,5,47,400,399,0.9975,69.03508771929825,12.490949984232426,100.0,25.0,69.025,100.0,25.0,0.0,50,29.359375
bypass,keda,both,5,1,20,top90,6,48,400,387,0.9675,68.91472868217055,14.546920080935182,100.0,25.0,68.8375,100.0,25.0,0.0,50,30.421875
bypass,keda,both,5,1,20,top90,7,49,400,392,0.98,74.20918367346938,12.566643462159636,100.0,35.0,73.8125,100.0,35.0,0.0,50,29.90625
bypass,keda,both,5,1,20,top90,8,50,400,394,0.985,72.70304568527919,12.375907529167373,100.0,35.0,72.375,100.0,25.0,0.0,50,29.28125
bypass,keda,both,5,1,20,top90,9,51,400,387,0.9675,77.05426356589147,11.624159602877478,100.0,40.0,76.625,100.0,40.0,0.0,50,29.9375
bypass,keda,both,10,2,20,top90,0,42,400,387,0.9675,76.5891472868217,10.012611481455025,100.0,45.0,76.2625,100.0,45.0,0.0,50,28.875
bypass,keda,both,10,2,20,top90,1,43,400,391,0.9775,70.14066496163683,12.805575774377532,100.0,25.0,70.1,100.0,25.0,0.0,50,26.140625
bypass,keda,both,10,2,20,top90,2,44,400,373,0.9325,78.57908847184987,10.006287150943276,100.0,45.0,77.9125,100.0,35.0,0.0,50,26.875
bypass,keda,both,10,2,20,top90,3,45,400,391,0.9775,66.77749360613811,10.624928697667658,100.0,35.0,66.725,100.0,35.0,0.0,50,30.8125
bypass,keda,both,10,2,20,top90,4,46,400,396,0.99,78.01767676767676,12.620017394878502,100.0,45.0,77.9375,100.0,45.0,0.0,50,30.28125
bypass,keda,both,10,2,20,top90,5,47,400,393,0.9825,75.1526717557252,12.710401231963424,100.0,35.0,75.0125,100.0,35.0,0.0,50,28.34375
bypass,keda,both,10,2,20,top90,6,48,400,384,0.96,78.03385416666667,10.494363553612924,100.0,55.00000000000001,77.725,100.0,55.00000000000001,0.0,50,25.578125
bypass,keda,both,10,2,20,top90,7,49,400,394,0.985,68.76903553299492,11.66668890620944,100.0,35.0,68.775,100.0,35.0,0.0,50,29.609375
bypass,keda,both,10,2,20,top90,8,50,400,394,0.985,65.31725888324873,10.972432303681249,100.0,30.0,65.3375,100.0,30.0,0.0,50,30.171875
bypass,keda,both,10,2,20,top90,9,51,400,381,0.9525,70.35433070866142,12.473295922338345,95.0,35.0,70.2875,95.0,35.0,0.0,50,29.8125
bypass,keda,both,20,4,20,top90,0,42,400,386,0.965,80.8160621761658,11.82974432584183,100.0,40.0,80.4125,100.0,40.0,0.0,50,29.375
bypass,keda,both,20,4,20,top90,1,43,400,391,0.9775,77.0843989769821,12.224060676443814,100.0,45.0,76.8125,100.0,45.0,0.0,50,29.453125
bypass,keda,both,20,4,20,top90,2,44,400,381,0.9525,80.5249343832021,10.116773982319796,95.0,55.00000000000001,79.925,95.0,55.00000000000001,0.0,50,29.9375
bypass,keda,both,20,4,20,top90,3,45,400,390,0.975,62.97435897435897,7.982311147515658,100.0,45.0,62.95,100.0,35.0,0.0,50,29.09375
bypass,keda,both,20,4,20,top90,4,46,400,391,0.9775,76.47058823529412,7.157242279347792,100.0,55.00000000000001,76.225,100.0,45.0,0.0,50,30.09375
bypass,keda,both,20,4,20,top90,5,47,400,382,0.955,68.717277486911,9.119834257327058,100.0,55.00000000000001,68.625,100.0,45.0,0.0,50,29.578125
bypass,keda,both,20,4,20,top90,6,48,400,391,0.9775,87.2378516624041,8.555054113409616,100.0,55.00000000000001,86.9625,100.0,55.00000000000001,0.0,50,28.25
bypass,keda,both,20,4,20,top90,7,49,400,386,0.965,72.46113989637306,8.94889304794385,100.0,50.0,72.5875,100.0,50.0,0.0,50,30.546875
bypass,keda,both,20,4,20,top90,8,50,400,392,0.98,83.25255102040816,11.22338091693321,100.0,45.0,82.8,100.0,35.0,0.0,50,28.265625
bypass,keda,both,20,4,20,top90,9,51,400,380,0.95,76.25,9.68330766672324,100.0,55.00000000000001,75.9,100.0,45.0,0.0,50,30.640625
bypass,keda,both,30,6,20,top90,0,42,400,381,0.9525,86.96850393700787,4.428973458746221,100.0,75.0,86.4625,100.0,50.0,0.0,50,29.203125
bypass,keda,both,30,6,20,top90,1,43,400,394,0.985,78.18527918781726,6.466915924287276,100.0,65.0,78.15,100.0,65.0,0.0,50,30.375
bypass,keda,both,30,6,20,top90,2,44,400,368,0.92,83.87228260869566,8.017812588402215,100.0,65.0,83.4125,100.0,55.00000000000001,0.0,51,30.515625
bypass,keda,both,30,6,20,top90,3,45,400,380,0.95,76.11842105263158,4.022852827950118,100.0,65.0,75.9,100.0,55.00000000000001,0.0,50,30.25
bypass,keda,both,30,6,20,top90,4,46,400,386,0.965,93.67875647668394,6.99299534862406,100.0,60.0,92.8625,100.0,45.0,0.0,50,29.375
bypass,keda,both,30,6,20,top90,5,47,400,388,0.97,72.97680412371135,7.319440157509619,100.0,65.0,72.7625,100.0,35.0,0.0,50,23.109375
bypass,keda,both,30,6,20,top90,6,48,400,391,0.9775,84.91048593350384,4.472669779414135,95.0,75.0,84.95,100.0,75.0,0.0,50,22.984375
bypass,keda,both,30,6,20,top90,7,49,400,389,0.9725,80.23136246786632,7.9165274673375965,100.0,65.0,80.0,100.0,55.00000000000001,0.0,50,23.78125
bypass,keda,both,30,6,20,top90,8,50,400,379,0.9475,83.16622691292876,6.280708769745456,100.0,65.0,82.9375,100.0,50.0,0.0,50,23.125
bypass,keda,both,30,6,20,top90,9,51,400,363,0.9075,69.0633608815427,17.03031996384291,100.0,50.0,69.375,100.0,35.0,0.0,79,35.140625
